123.377207	70.060412
67.530035	63.025442
64.791938	82.159281
23.855988	75.736939
91.090572	82.356305
29.584454	23.043619
174.079392	145.326721
102.986872	131.640851
91.115752	82.384892
29.702478	23.109982
75.402325	116.779669
24.005017	75.633932
71.458391	61.479569
123.402628	69.884798
173.893710	145.189507
102.976890	131.867648
159.416392	104.259740
174.001751	145.157016
75.613976	116.892827
64.678648	82.292315
91.181145	82.183532
112.724659	132.293932
100.795661	43.399300
24.082199	75.600473
29.444549	22.770736
102.974604	131.543863
71.006070	61.219822
91.140334	82.178697
37.579884	13.170051
102.741825	131.666569
62.196948	71.563859
70.978649	61.347877
75.511400	116.987833
29.301240	22.909980
173.994898	144.996007
100.935663	43.194248
59.151205	73.518117
85.804389	113.818993
90.965111	82.344750
112.170880	132.195211
37.619064	13.336036
23.872221	75.716334
64.683837	81.973216
102.929476	131.631983
173.985253	145.440053
108.531395	116.194626
77.091905	76.890346
81.549977	122.440212
71.158468	61.445322
128.383599	129.678418
75.404932	116.794287
111.670730	141.440225
112.715046	132.394603
100.787481	43.416102
91.227414	82.196591
78.099865	65.501771
37.674290	13.239365
174.139559	145.072324
64.951398	82.277803
108.733236	115.741424
59.253421	73.498984
79.392504	106.676524
81.778242	122.456517
102.993902	131.676079
23.768972	75.599834
71.001788	61.045815
174.015744	145.149454
129.895714	129.404719
57.383053	90.703460
59.403030	73.500757
81.813547	122.401168
108.793606	115.694954
37.773044	13.195287
71.288557	61.061077
79.798931	106.364979
93.194234	55.763300
103.090464	131.791300
175.182315	140.923043
129.750198	129.209059
142.468507	90.975051
102.752804	131.628707
56.956289	90.594682
64.681298	82.081865
37.605863	13.246228
174.064590	144.957910
81.936968	122.430777
75.111593	117.122131
100.882153	43.328954
61.334280	71.323802
79.356702	106.324185
133.320580	58.219717
111.946990	141.494571
81.604715	122.418277
57.000279	90.908559
132.963044	58.234441
49.941932	66.499646
49.646457	60.332041
61.979649	71.558442
102.714800	131.711545
37.200717	13.206005
129.769353	129.405917
173.942200	145.321413
112.711399	132.242942
23.970595	72.281359
100.971978	178.948444
173.725399	145.270877
81.789283	122.508279
56.878950	90.558785
49.958063	66.876755
133.085992	58.417539
129.688492	129.302738
102.780956	131.687055
61.699075	71.615171
49.511970	60.461855
111.794582	141.588129
129.881964	129.335999
106.282745	58.063743
61.828098	71.656574
132.931544	58.452652
173.979524	145.227377
101.328733	179.015191
78.143969	100.320515
81.771790	122.525194
112.636200	132.332008
56.897439	90.761316
76.818728	81.157651
103.140833	131.868395
49.988110	66.708947
159.381879	98.462722
37.814793	13.118947
82.007983	122.641110
149.132682	82.804286
50.317780	66.803182
66.096773	34.364661
173.893467	145.150160
112.858676	132.202553
65.821981	34.458776
78.089017	100.379782
159.339461	98.423434
174.206587	145.151023
37.628506	13.234994
76.697868	81.036612
73.575688	119.375149
142.171482	90.840362
112.907512	132.119269
140.270720	52.590375
188.839111	195.506099
70.367583	111.119693
149.001473	82.782732
81.936612	122.449559
173.624564	114.369097
173.825012	145.182709
148.839462	82.789965
76.746166	81.018855
37.521925	13.312794
188.740919	195.621606
77.799033	100.196449
159.063806	98.616839
110.790628	48.886127
148.721476	99.179241
140.097517	52.677313
81.732978	122.562748
122.688041	112.063808
159.181311	98.203676
37.533562	13.170512
188.565508	195.684473
107.827396	134.802225
92.030029	51.309993
75.831150	116.843796
70.320026	111.015003
76.907807	81.120112
173.837000	145.195694
133.768193	132.418909
61.267487	71.586838
130.765440	69.776079
77.987381	100.354699
139.991596	52.648180
148.780206	99.204092
148.885148	82.778543
81.809191	122.541823
110.566260	48.885502
135.261491	36.423879
44.175129	160.371027
173.992476	145.408911
148.796013	99.175937
148.904269	82.656030
131.989333	126.638792
76.773065	80.898323
37.673704	13.183377
188.595020	195.542050
70.345599	110.938396
135.467125	36.095380
130.835624	69.655169
78.443301	100.323959
140.141133	52.618844
133.854803	132.506942
81.965658	122.432885
75.727222	116.574727
173.995370	145.014075
76.692938	80.901297
139.992588	52.649952
70.467603	111.033147
148.697351	99.165788
11.571633	123.897399
37.664053	13.273412
81.767554	122.499250
147.406042	182.254905
60.999687	71.997683
76.702562	80.866311
81.802157	122.410468
37.496934	13.202293
148.912677	98.844707
173.914292	145.294681
11.466624	123.779989
78.216443	100.637719
70.194619	111.088325
135.034558	36.482508
